lambda,f,species,speed,acuity
12.5,16.0,RaptorAgent,0.07793776210177825,0.10341406177885298
12.5,16.0,RaptorAgent,0.0788173854965732,0.10341138573363964
12.5,16.0,RaptorAgent,0.08078636759232286,0.10187143627647988
12.5,16.0,RaptorAgent,0.08378323821442285,0.09595524342346784
12.5,16.0,RaptorAgent,0.08238788243778591,0.09479210331551967
12.5,16.0,RaptorAgent,0.08454391788777889,0.09389821525863774
12.5,16.0,RaptorAgent,0.08379722775237966,0.10006386479576207
12.5,16.0,RaptorAgent,0.08364841670523228,0.09842616921114902
12.5,16.0,RaptorAgent,0.08960745747980306,0.08940461457012423
12.5,16.0,RaptorAgent,0.08639391917582102,0.09278957141025129
12.5,16.0,RaptorAgent,0.08175468740121068,0.09233533856791891
12.5,16.0,RaptorAgent,0.0843529689667825,0.09461315385564487
12.5,16.0,RaptorAgent,0.08305386594504098,0.09485643618743594
12.5,16.0,RaptorAgent,0.08545420330680568,0.09445939454604821
12.5,16.0,RaptorAgent,0.08810017001784522,0.10505704077703035
12.5,16.0,RaptorAgent,0.08248341224094421,0.1049297754984478
12.5,16.0,RaptorAgent,0.08591370365467102,0.10487989619100141
12.5,16.0,RaptorAgent,0.08970707279121623,0.10174180324438152
12.5,16.0,RaptorAgent,0.0902133890870164,0.10332492990386248
12.5,16.0,RaptorAgent,0.08744964112442488,0.10267247750377208
12.5,16.0,RaptorAgent,0.0887660731754539,0.10088034894256377
12.5,16.0,RaptorAgent,0.09387760678196928,0.10102040685391904
12.5,16.0,RaptorAgent,0.09547126555363074,0.10026134998252101
12.5,16.0,RaptorAgent,0.09429506148185383,0.10634083645185016
12.5,16.0,RaptorAgent,0.09497608480282974,0.10290617245842049
12.5,16.0,RaptorAgent,0.09454724938330447,0.10793398042875463
12.5,16.0,RaptorAgent,0.09173084713374789,0.09976513091557544
12.5,16.0,RaptorAgent,0.08255267149669693,0.09879678461992512
12.5,16.0,RaptorAgent,0.08457384363986917,0.10169918187672854
12.5,16.0,RaptorAgent,0.08501542911116702,0.09844006574600622
12.5,16.0,RaptorAgent,0.08663480553930436,0.09843439289086119
12.5,16.0,RaptorAgent,0.08468087277189118,0.09962892122989991
12.5,16.0,RaptorAgent,0.08473412884076155,0.10167271677944913
12.5,16.0,RaptorAgent,0.08452287684591406,0.10007485336214031
12.5,16.0,RaptorAgent,0.08484734795619628,0.10034402593049083
12.5,16.0,RaptorAgent,0.10819628743257825,0.09409684857746271
12.5,16.0,RaptorAgent,0.10391655687949952,0.09631203781044327
12.5,16.0,RaptorAgent,0.10023945681681251,0.0962923911199869
12.5,16.0,RaptorAgent,0.09671123899069121,0.10130135358792816
12.5,16.0,RaptorAgent,0.09871382631131498,0.09742601291575774
12.5,16.0,RaptorAgent,0.09426073481573077,0.09577826805618822
12.5,16.0,RaptorAgent,0.09772020999636559,0.09600892384271692
12.5,16.0,RaptorAgent,0.09814263822083115,0.099375043305358
12.5,16.0,RaptorAgent,0.09830301360932958,0.09630151585515032
12.5,16.0,RaptorAgent,0.09889197952572258,0.0939620018597628
12.5,16.0,RaptorAgent,0.09862450608974303,0.09357105832742542
12.5,16.0,RaptorAgent,0.09939066323842072,0.09822651804946972
12.5,16.0,RaptorAgent,0.0977568209632638,0.09785191987180747
12.5,16.0,RaptorAgent,0.09289221229258127,0.0943934356751702
12.5,16.0,RaptorAgent,0.09537198195474503,0.09837088846904357
12.5,16.0,RaptorAgent,0.09714479719314413,0.09962346839461794
12.5,16.0,RaptorAgent,0.09592057058381856,0.10744679488831402
12.5,16.0,RaptorAgent,0.09474846068940258,0.10637755927084509
12.5,16.0,RaptorAgent,0.09677184425136438,0.10182378991666574
12.5,16.0,RaptorAgent,0.09641345587774182,0.09568015252243035
12.5,16.0,RaptorAgent,0.09913477083407839,0.10084410839737573
12.5,16.0,RaptorAgent,0.08163223269796795,0.09136567183421042
12.5,16.0,RaptorAgent,0.08136943208331106,0.09298592149324894
12.5,16.0,RaptorAgent,0.08452993988974285,0.09497900443014486
12.5,16.0,RaptorAgent,0.08437070160573933,0.08784606725622929
12.5,16.0,RaptorAgent,0.08775211826872434,0.08781912574209368
12.5,16.0,RaptorAgent,0.08836160362045484,0.08960656545833538
12.5,16.0,RaptorAgent,0.08755548655701102,0.08771589510298346
12.5,16.0,RaptorAgent,0.0756628728976499,0.06688398896232498
12.5,16.0,RaptorAgent,0.07187032072665228,0.06904542747087442
12.5,16.0,RaptorAgent,0.07153695264435884,0.0822582843467483
12.5,16.0,RaptorAgent,0.06574517169208921,0.08879853552992036
12.5,16.0,RaptorAgent,0.07136255817936837,0.0850832646948619
12.5,16.0,RaptorAgent,0.06558167567777319,0.08367461754778627
12.5,16.0,RaptorAgent,0.068550338601905,0.08507388144786092
12.5,16.0,RaptorAgent,0.06686428371476455,0.08553044260976929
12.5,16.0,RaptorAgent,0.06840683357688435,0.08204038050141546
12.5,16.0,RaptorAgent,0.0694589855289,0.08332810525514046
12.5,16.0,RaptorAgent,0.06849654723567528,0.08284019717924512
12.5,16.0,RaptorAgent,0.0717601231887593,0.08358118890763341
12.5,16.0,RaptorAgent,0.0823926940010124,0.08617834486253677
12.5,16.0,RaptorAgent,0.07857162455127045,0.08507880557896924
12.5,16.0,RaptorAgent,0.07682952652592377,0.08480977153527447
12.5,16.0,RaptorAgent,0.07387157661643233,0.08376932714603787
12.5,16.0,RaptorAgent,0.08114564251093659,0.0812256421767369
12.5,16.0,RaptorAgent,0.07543815334767794,0.0838620096583889
12.5,16.0,RaptorAgent,0.0752542197347483,0.08389835372963128
12.5,16.0,RaptorAgent,0.07989809639270734,0.08565584470881413
12.5,16.0,RaptorAgent,0.07829328646704596,0.08417552949796464
12.5,16.0,SlothAgent,0.21434622837814288,0.08830093372563953
12.5,16.0,SlothAgent,0.21824771164152262,0.09509440263714122
12.5,16.0,SlothAgent,0.22167560289107113,0.0941017515400847
12.5,16.0,SlothAgent,0.22721568120049698,0.09388612074341465
12.5,16.0,SlothAgent,0.22423967345229134,0.09733458658059627
12.5,16.0,SlothAgent,0.2197389371557566,0.09576409865611109
