energy,speed,acuity,Rate
2.400000000000005,0.05,0.09,100.0
0.6399999999999806,0.06,0.09,100.0
-1.43999999999999,0.07,0.09,100.0
-3.840000000000003,0.08,0.09,100.0
-6.559999999999974,0.09,0.09,100.0
-9.59999999999999,0.1,0.09,100.0
-12.959999999999974,0.11,0.09,100.0
-16.640000000000033,0.12,0.09,100.0
-20.64,0.13,0.09,100.0
-24.95999999999998,0.14,0.09,100.0
-29.600000000000044,0.15,0.09,100.0
-34.55999999999997,0.16,0.09,100.0
-39.83999999999996,0.17,0.09,100.0
-45.440000000000055,0.18,0.09,100.0
-51.359999999999985,0.19,0.09,100.0
6.000000000000041,0.0,0.1,100.0
5.839999999999971,0.01,0.1,100.0
5.359999999999978,0.02,0.1,100.0
4.560000000000009,0.03,0.1,100.0
3.440000000000012,0.04,0.1,100.0
1.999999999999993,0.05,0.1,100.0
0.2400000000000082,0.06,0.1,100.0
-1.8399999999999987,0.07,0.1,100.0
-4.24000000000001,0.08,0.1,100.0
-6.9599999999999875,0.09,0.1,100.0
-9.999999999999998,0.1,0.1,100.0
-13.359999999999975,0.11,0.1,100.0
-17.04000000000002,0.12,0.1,100.0
-21.04,0.13,0.1,100.0
-25.36000000000001,0.14,0.1,100.0
-29.999999999999964,0.15,0.1,100.0
-34.959999999999994,0.16,0.1,100.0
-40.240000000000066,0.17,0.1,100.0
-45.83999999999995,0.18,0.1,100.0
-51.760000000000076,0.19,0.1,100.0
5.6000000000000005,0.0,0.11,100.0
5.439999999999969,0.01,0.11,100.0
4.960000000000022,0.02,0.11,100.0
4.159999999999991,0.03,0.11,100.0
3.0399999999999983,0.04,0.11,100.0
1.600000000000024,0.05,0.11,100.0
-0.16000000000000186,0.06,0.11,100.0
-2.2400000000000055,0.07,0.11,100.0
-4.639999999999991,0.08,0.11,100.0
-7.360000000000021,0.09,0.11,100.0
-10.400000000000007,0.1,0.11,100.0
-13.760000000000002,0.11,0.11,100.0
-17.439999999999998,0.12,0.11,100.0
-21.43999999999996,0.13,0.11,100.0
-25.76000000000003,0.14,0.11,100.0
-30.399999999999995,0.15,0.11,100.0
-35.360000000000056,0.16,0.11,100.0
-40.63999999999996,0.17,0.11,100.0
-46.23999999999993,0.18,0.11,100.0
-52.16000000000006,0.19,0.11,100.0
5.199999999999996,0.0,0.12,100.0
5.040000000000013,0.01,0.12,100.0
4.560000000000009,0.02,0.12,100.0
3.7599999999999785,0.03,0.12,100.0
2.6399999999999872,0.04,0.12,100.0
1.2000000000000117,0.05,0.12,100.0
-0.5600000000000092,0.06,0.12,100.0
-2.640000000000012,0.07,0.12,100.0
-5.04,0.08,0.12,100.0
-7.759999999999998,0.09,0.12,100.0
-10.800000000000013,0.1,0.12,100.0
-14.160000000000002,0.11,0.12,100.0
-17.83999999999998,0.12,0.12,100.0
-21.840000000000032,0.13,0.12,100.0
-26.159999999999965,0.14,0.12,100.0
-30.80000000000004,0.15,0.12,100.0
-35.75999999999997,0.16,0.12,100.0
-41.03999999999998,0.17,0.12,100.0
-46.64000000000008,0.18,0.12,100.0
-52.55999999999993,0.19,0.12,100.0
4.80000000000004,0.0,0.13,100.0
4.6400000000000015,0.01,0.13,100.0
4.159999999999991,0.02,0.13,100.0
3.3600000000000207,0.03,0.13,100.0
2.2399999999999767,0.04,0.13,100.0
0.800000000000002,0.05,0.13,100.0
-0.9600000000000178,0.06,0.13,100.0
-3.0399999999999916,0.07,0.13,100.0
-5.440000000000002,0.08,0.13,100.0
-8.159999999999973,0.09,0.13,100.0
-11.199999999999989,0.1,0.13,100.0
-14.559999999999974,0.11,0.13,100.0
-18.23999999999996,0.12,0.13,100.0
-22.240000000000038,0.13,0.13,100.0
-26.560000000000027,0.14,0.13,100.0
-31.19999999999994,0.15,0.13,100.0
-36.160000000000004,0.16,0.13,100.0
-41.44,0.17,0.13,100.0
-47.03999999999996,0.18,0.13,100.0
-52.95999999999988,0.19,0.13,100.0
4.400000000000026,0.0,0.14,100.0
4.2399999999999824,0.01,0.14,100.0
3.7599999999999767,0.02,0.14,100.0
2.9600000000000075,0.03,0.14,100.0
1.8400000000000105,0.04,0.14,100.0
0.3999999999999916,0.05,0.14,100.0
-1.359999999999994,0.06,0.14,100.0
-3.439999999999999,0.07,0.14,100.0
-5.840000000000013,0.08,0.14,100.0
-8.56000000000001,0.09,0.14,100.0
-11.599999999999993,0.1,0.14,100.0
-14.959999999999972,0.11,0.14,100.0
-18.64000000000003,0.12,0.14,100.0
-22.63999999999997,0.13,0.14,100.0
-26.95999999999996,0.14,0.14,100.0
-31.600000000000026,0.15,0.14,100.0
-36.559999999999974,0.16,0.14,100.0
-41.83999999999998,0.17,0.14,100.0
-47.43999999999995,0.18,0.14,100.0
-53.36000000000007,0.19,0.14,100.0
4.00000000000001,0.0,0.15,100.0
3.839999999999969,0.01,0.15,100.0
3.3600000000000207,0.02,0.15,100.0
2.559999999999997,0.03,0.15,100.0
1.4399999999999995,0.04,0.15,100.0
1.8790524691780774e-14,0.05,0.15,100.0
-1.7600000000000018,0.06,0.15,100.0
-3.8400000000000043,0.07,0.15,100.0
-6.239999999999992,0.08,0.15,100.0
-8.960000000000024,0.09,0.15,100.0
-12.000000000000012,0.1,0.15,100.0
-15.360000000000007,0.11,0.15,100.0
-19.039999999999985,0.12,0.15,100.0
-23.04000000000005,0.13,0.15,100.0
-27.35999999999998,0.14,0.15,100.0
-32.00000000000006,0.15,0.15,100.0
-36.95999999999999,0.16,0.15,100.0
-42.23999999999998,0.17,0.15,100.0
-47.84000000000002,0.18,0.15,100.0
-53.759999999999934,0.19,0.15,100.0
3.5999999999999943,0.0,0.16,100.0
3.440000000000012,0.01,0.16,100.0
2.9600000000000075,0.02,0.16,100.0
2.159999999999986,0.03,0.16,100.0
1.0399999999999903,0.04,0.16,100.0
-0.39999999999999103,0.05,0.16,100.0
-2.1600000000000086,0.06,0.16,100.0
-4.240000000000011,0.07,0.16,100.0
-6.640000000000004,0.08,0.16,100.0
-9.36,0.09,0.16,100.0
-12.400000000000015,0.1,0.16,100.0
-15.760000000000003,0.11,0.16,100.0
-19.43999999999997,0.12,0.16,100.0
-23.439999999999998,0.13,0.16,100.0
-27.76000000000002,0.14,0.16,100.0
-32.39999999999996,0.15,0.16,100.0
-37.36000000000001,0.16,0.16,100.0
-42.64000000000003,0.17,0.16,100.0
-48.23999999999999,0.18,0.16,100.0
-54.15999999999991,0.19,0.16,100.0
3.200000000000033,0.0,0.17,100.0
3.0399999999999983,0.01,0.17,100.0
2.559999999999997,0.02,0.17,100.0
1.7600000000000187,0.03,0.17,100.0
0.6399999999999806,0.04,0.17,100.0
-0.7999999999999994,0.05,0.17,100.0
-2.560000000000016,0.06,0.17,100.0
-4.639999999999993,0.07,0.17,100.0
-7.040000000000003,0.08,0.17,100.0
-9.759999999999973,0.09,0.17,100.0
-12.799999999999988,0.1,0.17,100.0
-16.159999999999975,0.11,0.17,100.0
-19.84000000000004,0.12,0.17,100.0
-23.840000000000003,0.13,0.17,100.0
-28.159999999999975,0.14,0.17,100.0
-32.80000000000004,0.15,0.17,100.0
-37.760000000000005,0.16,0.17,100.0
-43.04000000000001,0.17,0.17,100.0
-48.63999999999995,0.18,0.17,100.0
-54.5600000000001,0.19,0.17,100.0
2.8000000000000176,0.0,0.18,100.0
2.6399999999999872,0.01,0.18,100.0
2.159999999999986,0.02,0.18,100.0
1.360000000000007,0.03,0.18,100.0
0.2400000000000082,0.04,0.18,100.0
-1.200000000000008,0.05,0.18,100.0
-2.959999999999994,0.06,0.18,100.0
-5.04,0.07,0.18,100.0
-7.440000000000014,0.08,0.18,100.0
-10.159999999999982,0.09,0.18,100.0
-13.19999999999999,0.1,0.18,100.0
-16.55999999999997,0.11,0.18,100.0
-20.240000000000006,0.12,0.18,100.0
-24.240000000000013,0.13,0.18,100.0
-28.560000000000013,0.14,0.18,100.0
-33.19999999999997,0.15,0.18,100.0
-38.16000000000002,0.16,0.18,100.0
-43.44,0.17,0.18,100.0
-49.04000000000005,0.18,0.18,100.0
-54.95999999999996,0.19,0.18,100.0
2.400000000000005,0.0,0.19,100.0
2.2399999999999767,0.01,0.19,100.0
1.7600000000000187,0.02,0.19,100.0
0.9599999999999964,0.03,0.19,100.0
-0.16000000000000186,0.04,0.19,100.0
-1.5999999999999859,0.05,0.19,100.0
-3.3600000000000017,0.06,0.19,100.0
-5.440000000000002,0.07,0.19,100.0
-7.839999999999991,0.08,0.19,100.0
-10.560000000000027,0.09,0.19,100.0
-13.600000000000016,0.1,0.19,100.0
-16.960000000000008,0.11,0.19,100.0
-20.64,0.12,0.19,100.0
-24.639999999999958,0.13,0.19,100.0
-28.96000000000004,0.14,0.19,100.0
-33.599999999999994,0.15,0.19,100.0
-38.56000000000002,0.16,0.19,100.0
-43.84000000000004,0.17,0.19,100.0
-49.44000000000002,0.18,0.19,100.0
-55.359999999999935,0.19,0.19,100.0
