step,speed,acuity,energy
0,0.04667479199429572,0.1628585516915691,9.9
0,0.007929708547179283,0.24748478889427167,9.9
0,0.03354074896460926,0.2050007263557225,9.9
0,0.06863587299913135,0.06156467750588451,9.9
0,0.044615875122787294,0.170376947481114,9.9
0,0.009342484836876138,0.24650871908290958,9.9
0,0.03354416048165316,0.20499157190324394,9.9
0,0.05613760376455979,0.12394277774293128,9.9
0,0.06738952128757503,0.06834609682525891,9.9
0,0.016637842917035135,0.23892728732272256,9.9
0,0.03074475048885954,0.21219041269511085,9.9
0,0.027327478810652627,0.22012835607413328,9.9
0,0.030147346579149154,0.21364549976946656,9.9
0,0.017100659975039498,0.23830269713672328,9.9
0,0.07398532078315233,0.031046892344561927,9.9
0,0.059764929716162735,0.10712612704088514,9.9
0,0.028859448820939534,0.21668528855006286,9.9
0,0.003880361497895388,0.24939771178582604,9.9
0,0.013522093086489115,0.24268611994241293,9.9
0,0.06586673637443709,0.07646292157521625,9.9
0,0.00476190072793624,0.2490929720582912,9.9
0,0.07688501276703535,0.013547792472512421,9.9
0,0.023487618367557233,0.22793327133679953,9.9
0,0.023507852185524165,0.22789523542494186,9.9
0,0.014669861470058084,0.2413918065779722,9.9
0,0.04431593799929233,0.17144390556971512,9.9
0,0.019028669146414545,0.23551639002065164,9.9
0,0.06083279726261828,0.10197483108820726,9.9
0,0.055920012126950525,0.12491808974886826,9.9
0,0.005070278867320169,0.24897169088830426,9.9
0,0.043916650865132544,0.17285311107160212,9.9
0,0.011881469821458726,0.24435322699527062,9.9
0,0.029722780920021476,0.2146622517752163,9.9
0,0.01765067790580784,0.23753814277861707,9.9
0,0.046312677474828916,0.16420543620449898,9.9
0,0.005170972971373018,0.2489304415411732,9.9
0,0.037920891664538305,0.19248023901465397,9.9
0,0.026169494740388807,0.2226063018013105,9.9
0,0.04093577904363229,0.18297047976363662,9.9
0,0.008133547873816515,0.2473538159593734,9.9
0,0.05000089973606271,0.14999640102336814,9.9
0,0.0776112130375251,0.009059984433755719,9.9
0,0.048443612798855576,0.15612865515978225,9.9
0,0.024134398448739484,0.22670123246069923,9.9
0,0.07319468385888674,0.03570153019190503,9.9
0,0.004534158784097327,0.24917765616482374,9.9
0,0.04213204493014962,0.17899563160015414,9.9
0,0.0019031374696322101,0.24985512271086727,9.9
0,0.003378260510849912,0.24954349423683328,9.9
0,0.07623640302309749,0.01752043416399407,9.9
0,0.01460648575679827,0.24146602295345798,9.9
0,0.03291693528005635,0.20665901487074329,9.9
0,0.07124821914708103,0.04694765073478066,9.9
0,0.009822168179469107,0.246141000490169,9.9
0,0.0346359531959744,0.20201402984825084,9.9
0,0.02088035197424637,0.23256043605726343,9.9
0,0.033016948909799636,0.20639524338750723,9.9
0,0.050581986682513,0.1476585049300031,9.9
0,0.015778469867009072,0.24004159554623547,9.9
0,0.06031750492539912,0.10447194398297813,9.9
0,0.018624854818101617,0.23612459132018548,9.9
0,0.04094465821388686,0.18294139854991948,9.9
0,0.07704767955744485,0.012546202992531813,9.9
0,0.06620560136137066,0.07467273393517104,9.9
0,0.0019801492401484264,0.24984316035946957,9.9
0,0.01936425241910212,0.2350010291299719,9.9
0,0.010534173786735884,0.24556124730523388,9.9
0,0.024475334576823538,0.22603831989410184,9.9
0,0.05349254681152419,0.13554189742467573,9.9
0,0.014893660877862785,0.2411271546262088,9.9
0,0.07345257760373053,0.034188753734717775,9.9
0,0.044297404365346224,0.1715095986597202,9.9
0,0.01122208163611224,0.2449625953500973,9.9
0,0.06529327735429345,0.0794715172934124,9.9
0,0.04567959892576113,0.16653496967926412,9.9
0,0.006386809515451361,0.2483683465685336,9.9
0,0.00043242886289564453,0.24999252021114138,9.9
0,0.009892856853028683,0.24608525533141934,9.9
0,0.02882306607021351,0.21676923449248425,9.9
0,0.02017691357117251,0.2337156863496574,9.9
0,0.07370010200318898,0.032731798588781585,9.9
0,0.05421580835226433,0.1324258449884218,9.9
0,0.04396877964116644,0.1726698566746619,9.9
0,0.0019857298478432187,0.24984227507885537,9.9
0,0.04494236006210258,0.16920737088193308,9.9
0,0.04792745027959652,0.15811838038787213,9.9
0,0.044951284838137866,0.16917527965602386,9.9
0,0.059124563405351035,0.11017144008506502,9.9
0,0.03040619248279565,0.21301853834796725,9.9
0,0.05771307362541499,0.11676804530829715,9.9
0,0.07784041050834267,0.007634819675707838,9.9
0,0.0367824684922333,0.19588200046471457,9.9
0,0.002899188601519352,0.2496637882181128,9.9
0,0.06892205722668125,0.05999000110568298,9.9
0,0.035824393817325696,0.19866451230484627,9.9
0,0.04172794859819788,0.18035113223144622,9.9
0,0.030826549953866505,0.21198895271767093,9.9
0,0.010516900028701658,0.2455757925514518,9.9
0,0.07130650471732221,0.04661529539994022,9.9
0,0.04246144035501556,0.17788104331909824,9.9
0,0.0786767018854092,0.0023990632173779003,9.9
0,0.048070993611998084,0.15756718292620958,9.9
0,0.03669444331531394,0.1961407131911685,9.9
0,0.029371846646576872,0.21549178498279883,9.9
0,0.017581732403189717,0.23763530742810515,9.9
0,0.009183239745992703,0.2466267243107048,9.9
0,0.07313874705622822,0.036028947161802716,9.9
0,0.07412782719963883,0.030202609386419443,9.9
0,0.05324247087044953,0.13660957182437333,9.9
0,0.07869000241456797,0.002315340799811466,9.9
0,0.041800135924575765,0.1801099454674796,9.9
0,0.06623918779258098,0.07449480002316766,9.9
0,0.05346014992305568,0.1356804948081764,9.9
0,0.01704218131114098,0.2383825622463279,9.9
0,0.003162200474698713,0.2496000195263126,9.9
0,0.025676930002760667,0.22362781062533316,9.9
0,0.06210858478377754,0.09570094784625269,9.9
0,0.0202309347227719,0.2336283712097177,9.9
0,0.07289927459025643,0.037427830568575765,9.9
0,0.022850859731800358,0.2291135283807034,9.9
0,0.06965293832067684,0.055938727331839494,9.9
0,0.0254516223984839,0.22408859669139972,9.9
0,0.07618505229066606,0.017833512298739085,9.9
0,0.041683371238389395,0.18049986248810446,9.9
0,0.060787107247905835,0.10219710369726376,9.9
0,0.034719802895731997,0.2017814114752608,9.9
0,0.058187884678273634,0.11456680306671715,9.9
0,0.0035272512769722,0.24950233993716392,9.9
0,0.0011239418487803791,0.2499494701888224,9.9
0,0.021118907384305396,0.23215967003572524,9.9
0,0.012706401150248752,0.2435418947923583,9.9
0,0.04473346598497067,0.1699566808388589,9.9
0,0.007979595111231098,0.24745304247443267,4.95
0,0.007979595111231098,0.24745304247443267,4.95
0,0.043783568131871196,0.17331996646567172,9.9
0,0.059373947020059936,0.10898937661036462,9.9
0,0.04111490725860314,0.18238257604465852,9.9
0,0.014495616931852126,0.24159508359060008,9.9
0,0.055494181976289865,0.126815830671297,9.9
0,0.009592289225393234,0.2463195194966562,9.9
0,0.02217376389382094,0.23033296779124332,4.95
0,0.02217376389382094,0.23033296779124332,4.95
0,0.017745958821216126,0.23740323782062805,9.9
0,0.012403979494898985,0.24384565170760503,9.9
0,0.05529860204163361,0.12768258448964143,9.9
0,0.012246583120429142,0.2440008480749768,9.9
0,0.024548465666720004,0.22589491333639478,4.95
0,0.024548465666720004,0.22589491333639478,4.95
0,0.03183232462435792,0.20946812436037984,9.9
0,0.011949751628956059,0.2442881374402505,9.9
0,0.05829970610812381,0.11404577070825567,9.9
0,0.004916255418350128,0.24903321730646172,9.9
0,0.05261426171434147,0.13926957857019123,9.9
0,0.02139280283506774,0.23169391947439671,9.9
0,0.04482058755899435,0.16964459723466083,9.9
0,0.029489318760979825,0.21521520316053294,9.9
0,0.011104733243969461,0.24506739598321117,9.9
0,0.07701313943211574,0.012759054192379993,9.9
0,0.030124592348826827,0.21370035743268018,9.9
0,0.07319689715283684,0.03568856988788105,9.9
0,0.038156070170116,0.19176457236692734,9.9
0,0.07575365805924901,0.0204553316256951,9.9
0,0.05296816610975653,0.1377749351587696,9.9
0,0.009599922780635137,0.2463136593042337,9.9
0,0.001841734402726841,0.2498643205755925,9.9
0,0.04066363746373249,0.18385874352872525,9.9
0,0.02644430136806051,0.22202795700620773,9.9
0,0.0447437690005726,0.16991980542493595,9.9
0,0.065514341841508,0.07831484052296134,9.9
0,0.021387935403741856,0.23170224876661463,9.9
0,0.004389447443470955,0.24922931004564025,9.9
0,0.06291974723901998,0.09164421629511349,9.9
0,0.017699383195259683,0.23746927338029436,9.9
0,0.05484618323367554,0.12967584738792354,9.9
0,0.03353925212314194,0.20500474268081276,9.9
0,0.01711456697409135,0.23828366389157365,9.9
0,0.03352397760898787,0.2050457170108832,4.95
0,0.03352397760898787,0.2050457170108832,4.95
0,0.019698965170479515,0.2344780308484894,9.9
0,0.01247897386502051,0.2437710084510454,9.9
0,0.06932409951866643,0.05776676903704131,9.9
0,0.06799287104197006,0.06507877949880117,9.9
0,0.03528826350616459,0.2001895383487797,9.9
0,0.04064327022597622,0.183924983413531,9.9
0,0.020108523208329857,0.23382589177520238,9.9
0,0.004101267974770685,0.24932718403996482,9.9
0,0.07479072120972569,0.02625392083716352,4.95
0,0.07479072120972569,0.02625392083716352,4.95
0,0.00019465886511997471,0.2499984843170492,9.9
0,0.02009522125896351,0.23384728330213203,9.9
0,0.0699501987375274,0.05427878786321677,9.9
0,0.035930434603031296,0.19836015476949165,4.95
0,0.035930434603031296,0.19836015476949165,4.95
0,0.0676048606018475,0.0671833129201907,9.9
0,0.026545345899248313,0.22181378444357042,9.9
0,0.04665213015242744,0.16294315008963883,4.95
0,0.04665213015242744,0.16294315008963883,4.95
0,0.06167656064006746,0.09784007470448325,4.95
0,0.06167656064006746,0.09784007470448325,4.95
0,0.004703411360531675,0.24911511686294485,9.9
0,0.07259312577798312,0.03920952359127694,9.9
0,0.008451099031023224,0.24714315700671352,9.9
0,0.06878569383330439,0.06074113295483638,9.9
0,0.05469959268874039,0.13031818238743595,9.9
0,0.03136632584315432,0.21064614412404278,9.9
0,0.03672743249104429,0.19604382810463136,9.9
0,0.06380578226365392,0.08715288598892745,10.4
0,0.020947424538172724,0.23244821620870237,9.9
0,0.0699346066966263,0.05436603144752769,9.9
0,0.02092003713818419,0.23249408184547976,9.9
0,0.026512827045881832,0.22188280008140626,9.9
0,0.053714427598494686,0.1345904107106429,9.9
0,0.056233999382390584,0.12350949253845181,9.9
0,0.04205833324140674,0.17924386419819124,9.9
0,0.06708834261270301,0.0699661714192231,9.9
0,0.0687883892235262,0.060726300321306576,9.9
0,0.005880028029485726,0.24861701081489848,4.95
0,0.005880028029485726,0.24861701081489848,4.95
0,0.015338527865209641,0.2405891825171275,9.9
0,0.011431363179191066,0.24477295743461738,9.9
0,0.002335503653180069,0.2497818169074393,9.9
0,0.0015074299192181589,0.24990910620154583,9.9
0,0.06021782423297867,0.10495254578584348,9.9
0,0.0014406255258024889,0.24991698392377626,9.9
0,0.05450837149648343,0.13115349747205413,9.9
0,0.028460635286684417,0.21759968956313336,9.9
0,0.025575227144843015,0.2238363102595874,9.9
0,0.006980237646070557,0.24805105129617516,9.9
0,0.008806393559607236,0.24689789729893233,9.9
0,0.049234314523307086,0.1530392909368029,9.9
0,0.035726369916346264,0.19894505970401555,9.9
