energy,speed,acuity,Rate
23.59999999999977,0.08,0.13,200.0
12.400000000000182,0.09,0.13,200.0
10.000000000000092,0.1,0.13,200.0
0.40000000000004365,0.11,0.13,200.0
-15.399999999999508,0.12,0.13,200.0
-42.40000000000114,0.13,0.13,200.0
-59.600000000000506,0.14,0.13,200.0
-104.00000000000207,0.15,0.13,200.0
-138.60000000000161,0.16,0.13,200.0
-177.39999999999682,0.17,0.13,200.0
-194.4000000000043,0.18,0.13,200.0
-243.60000000000406,0.19,0.13,200.0
-55.999999999999034,0.0,0.14,200.0
-37.6000000000006,0.01,0.14,200.0
-17.400000000000205,0.02,0.14,200.0
0.5999999999999963,0.03,0.14,200.0
3.4000000000000936,0.04,0.14,200.0
23.999999999999922,0.05,0.14,200.0
19.400000000000027,0.06,0.14,200.0
17.600000000000243,0.07,0.14,200.0
13.599999999999865,0.08,0.14,200.0
22.399999999999814,0.09,0.14,200.0
3.999999999999953,0.1,0.14,200.0
-15.599999999999733,0.11,0.14,200.0
-24.4000000000004,0.12,0.14,200.0
-29.399999999999594,0.13,0.14,200.0
-74.59999999999926,0.14,0.14,200.0
-89.99999999999793,0.15,0.14,200.0
-142.59999999999752,0.16,0.14,200.0
-173.40000000000376,0.17,0.14,200.0
-193.3999999999976,0.18,0.14,200.0
-241.6000000000012,0.19,0.14,200.0
-60.00000000000076,0.0,0.15,200.0
-40.5999999999992,0.01,0.15,200.0
-13.399999999999844,0.02,0.15,200.0
2.6000000000000405,0.03,0.15,200.0
10.399999999999885,0.04,0.15,200.0
3.9999999999999516,0.05,0.15,200.0
5.399999999999993,0.06,0.15,200.0
21.599999999999742,0.07,0.15,200.0
18.599999999999884,0.08,0.15,200.0
7.399999999999903,0.09,0.15,200.0
-20.00000000000022,0.1,0.15,200.0
-3.5999999999999046,0.11,0.15,200.0
-50.39999999999889,0.12,0.15,200.0
-59.399999999998805,0.13,0.15,200.0
-72.59999999999995,0.14,0.15,200.0
-120.00000000000152,0.15,0.15,200.0
-147.60000000000153,0.16,0.15,200.0
-163.40000000000265,0.17,0.15,200.0
-206.39999999999597,0.18,0.15,200.0
-231.59999999999792,0.19,0.15,200.0
-64.00000000000004,0.0,0.16,200.0
-49.600000000001124,0.01,0.16,200.0
-22.399999999999558,0.02,0.16,200.0
-23.399999999999437,0.03,0.16,200.0
5.400000000000064,0.04,0.16,200.0
3.999999999999927,0.05,0.16,200.0
18.399999999999814,0.06,0.16,200.0
9.5999999999998,0.07,0.16,200.0
6.599999999999828,0.08,0.16,200.0
4.400000000000006,0.09,0.16,200.0
-12.000000000000139,0.1,0.16,200.0
-10.600000000000048,0.11,0.16,200.0
-21.399999999999572,0.12,0.16,200.0
-49.40000000000103,0.13,0.16,200.0
-49.600000000000726,0.14,0.16,200.0
-84.00000000000128,0.15,0.16,200.0
-126.60000000000217,0.16,0.16,200.0
-189.39999999999716,0.17,0.16,200.0
-209.40000000000492,0.18,0.16,200.0
-253.6000000000049,0.19,0.16,200.0
-67.99999999999912,0.0,0.17,200.0
-48.60000000000079,0.01,0.17,200.0
-26.40000000000035,0.02,0.17,200.0
-18.399999999999828,0.03,0.17,200.0
-1.5999999999999948,0.04,0.17,200.0
11.999999999999847,0.05,0.17,200.0
-6.600000000000174,0.06,0.17,200.0
9.600000000000037,0.07,0.17,200.0
7.600000000000009,0.08,0.17,200.0
11.400000000000093,0.09,0.17,200.0
-13.999999999999995,0.1,0.17,200.0
-16.60000000000019,0.11,0.17,200.0
-46.400000000000745,0.12,0.17,200.0
-76.40000000000066,0.13,0.17,200.0
-85.60000000000149,0.14,0.17,200.0
-100.9999999999983,0.15,0.17,200.0
-131.59999999999852,0.16,0.17,200.0
-172.39999999999668,0.17,0.17,200.0
-215.39999999999804,0.18,0.17,200.0
-249.60000000000161,0.19,0.17,200.0
-72.00000000000125,0.0,0.18,200.0
-54.59999999999936,0.01,0.18,200.0
-33.39999999999952,0.02,0.18,200.0
-28.400000000000407,0.03,0.18,200.0
-12.599999999999914,0.04,0.18,200.0
4.999999999999924,0.05,0.18,200.0
10.40000000000006,0.06,0.18,200.0
7.599999999999965,0.07,0.18,200.0
5.599999999999936,0.08,0.18,200.0
-6.600000000000001,0.09,0.18,200.0
-27.99999999999981,0.1,0.18,200.0
-15.599999999999415,0.11,0.18,200.0
-55.39999999999911,0.12,0.18,200.0
-59.399999999998855,0.13,0.18,200.0
-84.5999999999977,0.14,0.18,200.0
-99.00000000000135,0.15,0.18,200.0
-155.59999999999786,0.16,0.18,200.0
-166.40000000000322,0.17,0.18,200.0
-209.39999999999702,0.18,0.18,200.0
-249.5999999999981,0.19,0.18,200.0
-75.99999999999932,0.0,0.19,200.0
-59.59999999999867,0.01,0.19,200.0
-32.39999999999982,0.02,0.19,200.0
-11.40000000000014,0.03,0.19,200.0
-13.599999999999827,0.04,0.19,200.0
-5.99999999999997,0.05,0.19,200.0
-2.6000000000001973,0.06,0.19,200.0
-6.399999999999919,0.07,0.19,200.0
0.6000000000000912,0.08,0.19,200.0
-1.6000000000000085,0.09,0.19,200.0
-14.00000000000028,0.1,0.19,200.0
-20.600000000000353,0.11,0.19,200.0
-27.400000000000006,0.12,0.19,200.0
-52.40000000000113,0.13,0.19,200.0
-91.60000000000122,0.14,0.19,200.0
-113.00000000000372,0.15,0.19,200.0
-160.60000000000306,0.16,0.19,200.0
-182.39999999999762,0.17,0.19,200.0
-221.4000000000014,0.18,0.19,200.0
-254.60000000000508,0.19,0.19,200.0
0.0,0.0,0.0,300.0
-1.6000000000000294,0.01,0.0,300.0
-6.400000000000118,0.02,0.0,300.0
-14.40000000000016,0.03,0.0,300.0
-25.60000000000047,0.04,0.0,300.0
-39.999999999999325,0.05,0.0,300.0
-57.60000000000064,0.06,0.0,300.0
-78.40000000000093,0.07,0.0,300.0
-102.40000000000188,0.08,0.0,300.0
-129.5999999999992,0.09,0.0,300.0
-159.9999999999973,0.1,0.0,300.0
-193.60000000000295,0.11,0.0,300.0
-230.40000000000256,0.12,0.0,300.0
-270.39999999999645,0.13,0.0,300.0
-313.6000000000037,0.14,0.0,300.0
-360.0000000000086,0.15,0.0,300.0
-409.6000000000075,0.16,0.0,300.0
-462.40000000000214,0.17,0.0,300.0
-518.3999999999968,0.18,0.0,300.0
-577.6000000000016,0.19,0.0,300.0
-4.000000000000003,0.0,0.01,300.0
0.3999999999999774,0.01,0.01,300.0
1.6000000000000163,0.02,0.01,300.0
-3.3999999999999218,0.03,0.01,300.0
-7.6000000000000725,0.04,0.01,300.0
-8.999999999999812,0.05,0.01,300.0
-30.59999999999957,0.06,0.01,300.0
-26.399999999999835,0.07,0.01,300.0
-55.400000000000624,0.08,0.01,300.0
-71.60000000000096,0.09,0.01,300.0
-101.00000000000115,0.1,0.01,300.0
-142.59999999999752,0.11,0.01,300.0
-158.39999999999665,0.12,0.01,300.0
-201.40000000000478,0.13,0.01,300.0
-247.59999999999891,0.14,0.01,300.0
-291.999999999999,0.15,0.01,300.0
-333.5999999999955,0.16,0.01,300.0
-371.4000000000028,0.17,0.01,300.0
-450.40000000000384,0.18,0.01,300.0
-495.599999999992,0.19,0.01,300.0
-8.000000000000005,0.0,0.02,300.0
-2.5999999999999353,0.01,0.02,300.0
7.599999999999929,0.02,0.02,300.0
5.599999999999871,0.03,0.02,300.0
12.40000000000014,0.04,0.02,300.0
16.0000000000003,0.05,0.02,300.0
-8.599999999999895,0.06,0.02,300.0
-12.399999999999894,0.07,0.02,300.0
-20.399999999999647,0.08,0.02,300.0
-45.599999999999675,0.09,0.02,300.0
-44.99999999999943,0.1,0.02,300.0
-67.59999999999924,0.11,0.02,300.0
-105.39999999999885,0.12,0.02,300.0
-138.40000000000248,0.13,0.02,300.0
-162.5999999999997,0.14,0.02,300.0
-214.99999999999636,0.15,0.02,300.0
-241.59999999999545,0.16,0.02,300.0
-300.40000000000225,0.17,0.02,300.0
-341.4000000000042,0.18,0.02,300.0
-381.5999999999995,0.19,0.02,300.0
-12.00000000000001,0.0,0.03,300.0
7.399999999999945,0.01,0.03,300.0
13.600000000000149,0.02,0.03,300.0
36.59999999999987,0.03,0.03,300.0
9.40000000000004,0.04,0.03,300.0
29.00000000000035,0.05,0.03,300.0
33.399999999999956,0.06,0.03,300.0
25.59999999999996,0.07,0.03,300.0
6.6000000000000485,0.08,0.03,300.0
-4.600000000000136,0.09,0.03,300.0
-40.99999999999918,0.1,0.03,300.0
-40.59999999999984,0.11,0.03,300.0
-57.400000000002386,0.12,0.03,300.0
-95.39999999999934,0.13,0.03,300.0
-129.59999999999818,0.14,0.03,300.0
-142.00000000000125,0.15,0.03,300.0
-180.60000000000332,0.16,0.03,300.0
-238.40000000000236,0.17,0.03,300.0
-257.3999999999922,0.18,0.03,300.0
-315.6,0.19,0.03,300.0
-16.00000000000001,0.0,0.04,300.0
5.400000000000052,0.01,0.04,300.0
26.599999999999675,0.02,0.04,300.0
31.59999999999982,0.03,0.04,300.0
38.400000000000055,0.04,0.04,300.0
39.000000000000604,0.05,0.04,300.0
64.40000000000063,0.06,0.04,300.0
51.59999999999976,0.07,0.04,300.0
46.59999999999945,0.08,0.04,300.0
41.39999999999904,0.09,0.04,300.0
15.999999999999885,0.1,0.04,300.0
-33.60000000000085,0.11,0.04,300.0
-34.40000000000075,0.12,0.04,300.0
-45.40000000000039,0.13,0.04,300.0
-80.59999999999934,0.14,0.04,300.0
-84.00000000000115,0.15,0.04,300.0
-127.60000000000193,0.16,0.04,300.0
-214.39999999999577,0.17,0.04,300.0
-194.40000000000296,0.18,0.04,300.0
-235.60000000000338,0.19,0.04,300.0
-19.999999999999662,0.0,0.05,300.0
6.399999999999964,0.01,0.05,300.0
10.599999999999996,0.02,0.05,300.0
38.59999999999981,0.03,0.05,300.0
48.39999999999972,0.04,0.05,300.0
76.99999999999908,0.05,0.05,300.0
48.40000000000075,0.06,0.05,300.0
40.59999999999986,0.07,0.05,300.0
55.600000000000186,0.08,0.05,300.0
75.39999999999984,0.09,0.05,300.0
56.00000000000023,0.1,0.05,300.0
-0.5999999999997998,0.11,0.05,300.0
-20.40000000000003,0.12,0.05,300.0
-9.400000000000249,0.13,0.05,300.0
-51.599999999999405,0.14,0.05,300.0
-70.00000000000013,0.15,0.05,300.0
-89.5999999999969,0.16,0.05,300.0
-120.3999999999986,0.17,0.05,300.0
-169.39999999999753,0.18,0.05,300.0
-193.59999999999994,0.19,0.05,300.0
-24.00000000000002,0.0,0.06,300.0
-0.6000000000000231,0.01,0.06,300.0
14.599999999999817,0.02,0.06,300.0
35.600000000000165,0.03,0.06,300.0
55.40000000000042,0.04,0.06,300.0
61.99999999999994,0.05,0.06,300.0
81.39999999999993,0.06,0.06,300.0
55.599999999999355,0.07,0.06,300.0
68.60000000000069,0.08,0.06,300.0
35.39999999999942,0.09,0.06,300.0
45.000000000000576,0.1,0.06,300.0
26.39999999999961,0.11,0.06,300.0
15.599999999999866,0.12,0.06,300.0
11.600000000000387,0.13,0.06,300.0
-22.599999999999515,0.14,0.06,300.0
-60.000000000000284,0.15,0.06,300.0
-97.59999999999881,0.16,0.06,300.0
-102.40000000000236,0.17,0.06,300.0
-163.39999999999745,0.18,0.06,300.0
-207.59999999999638,0.19,0.06,300.0
-27.999999999999517,0.0,0.07,300.0
-6.600000000000007,0.01,0.07,300.0
13.60000000000016,0.02,0.07,300.0
38.5999999999995,0.03,0.07,300.0
42.39999999999989,0.04,0.07,300.0
54.00000000000013,0.05,0.07,300.0
68.40000000000045,0.06,0.07,300.0
65.59999999999945,0.07,0.07,300.0
65.59999999999926,0.08,0.07,300.0
77.39999999999887,0.09,0.07,300.0
61.99999999999926,0.1,0.07,300.0
54.39999999999941,0.11,0.07,300.0
13.600000000000037,0.12,0.07,300.0
31.599999999999447,0.13,0.07,300.0
-13.599999999999858,0.14,0.07,300.0
-20.00000000000071,0.15,0.07,300.0
-92.60000000000181,0.16,0.07,300.0
-82.39999999999903,0.17,0.07,300.0
-146.40000000000347,0.18,0.07,300.0
-182.60000000000213,0.19,0.07,300.0
-32.00000000000002,0.0,0.08,300.0
-4.599999999999936,0.01,0.08,300.0
18.600000000000406,0.02,0.08,300.0
32.600000000000875,0.03,0.08,300.0
55.39999999999932,0.04,0.08,300.0
56.99999999999947,0.05,0.08,300.0
66.40000000000074,0.06,0.08,300.0
65.60000000000103,0.07,0.08,300.0
71.60000000000042,0.08,0.08,300.0
69.39999999999974,0.09,0.08,300.0
41.99999999999983,0.1,0.08,300.0
61.39999999999998,0.11,0.08,300.0
15.600000000000179,0.12,0.08,300.0
16.599999999999838,0.13,0.08,300.0
13.40000000000024,0.14,0.08,300.0
-26.999999999999574,0.15,0.08,300.0
-69.60000000000043,0.16,0.08,300.0
-96.39999999999905,0.17,0.08,300.0
-128.39999999999876,0.18,0.08,300.0
-184.60000000000034,0.19,0.08,300.0
-36.000000000000625,0.0,0.09,300.0
-15.599999999999767,0.01,0.09,300.0
10.599999999999845,0.02,0.09,300.0
25.600000000000193,0.03,0.09,300.0
38.40000000000103,0.04,0.09,300.0
54.999999999999574,0.05,0.09,300.0
48.39999999999957,0.06,0.09,300.0
73.59999999999819,0.07,0.09,300.0
68.60000000000109,0.08,0.09,300.0
67.40000000000079,0.09,0.09,300.0
41.00000000000039,0.1,0.09,300.0
53.40000000000094,0.11,0.09,300.0
28.599999999999476,0.12,0.09,300.0
9.599999999999994,0.13,0.09,300.0
-0.6000000000000583,0.14,0.09,300.0
-20.00000000000067,0.15,0.09,300.0
-47.59999999999908,0.16,0.09,300.0
-90.39999999999989,0.17,0.09,300.0
-129.40000000000092,0.18,0.09,300.0
-138.60000000000082,0.19,0.09,300.0
-39.999999999999325,0.0,0.1,300.0
-16.60000000000028,0.01,0.1,300.0
-3.400000000000031,0.02,0.1,300.0
25.599999999999735,0.03,0.1,300.0
42.39999999999941,0.04,0.1,300.0
52.00000000000115,0.05,0.1,300.0
60.40000000000009,0.06,0.1,300.0
66.5999999999994,0.07,0.1,300.0
69.60000000000012,0.08,0.1,300.0
71.39999999999912,0.09,0.1,300.0
67.99999999999883,0.1,0.1,300.0
47.39999999999953,0.11,0.1,300.0
36.60000000000006,0.12,0.1,300.0
28.59999999999996,0.13,0.1,300.0
-14.600000000000133,0.14,0.1,300.0
-39.99999999999918,0.15,0.1,300.0
-53.599999999998296,0.16,0.1,300.0
-95.39999999999853,0.17,0.1,300.0
-147.40000000000302,0.18,0.1,300.0
-165.60000000000164,0.19,0.1,300.0
-43.99999999999939,0.0,0.11,300.0
-21.60000000000024,0.01,0.11,300.0
0.6000000000000485,0.02,0.11,300.0
16.599999999999753,0.03,0.11,300.0
43.399999999999466,0.04,0.11,300.0
57.99999999999905,0.05,0.11,300.0
43.400000000000546,0.06,0.11,300.0
50.600000000000634,0.07,0.11,300.0
73.60000000000014,0.08,0.11,300.0
66.39999999999972,0.09,0.11,300.0
58.99999999999943,0.1,0.11,300.0
51.39999999999968,0.11,0.11,300.0
28.600000000000023,0.12,0.11,300.0
8.600000000000218,0.13,0.11,300.0
-8.600000000000037,0.14,0.11,300.0
-26.000000000000043,0.15,0.11,300.0
-83.60000000000001,0.16,0.11,300.0
-85.39999999999937,0.17,0.11,300.0
-102.39999999999745,0.18,0.11,300.0
-162.60000000000076,0.19,0.11,300.0
-48.00000000000004,0.0,0.12,300.0
-20.600000000000296,0.01,0.12,300.0
-7.400000000000017,0.02,0.12,300.0
21.59999999999982,0.03,0.12,300.0
26.400000000000254,0.04,0.12,300.0
40.999999999999595,0.05,0.12,300.0
58.39999999999899,0.06,0.12,300.0
62.60000000000098,0.07,0.12,300.0
50.60000000000056,0.08,0.12,300.0
50.400000000000766,0.09,0.12,300.0
27.00000000000056,0.1,0.12,300.0
54.40000000000108,0.11,0.12,300.0
34.59999999999996,0.12,0.12,300.0
-16.40000000000044,0.13,0.12,300.0
-11.599999999999365,0.14,0.12,300.0
-17.000000000000874,0.15,0.12,300.0
-71.59999999999947,0.16,0.12,300.0
-99.40000000000083,0.17,0.12,300.0
-138.40000000000046,0.18,0.12,300.0
-165.59999999999977,0.19,0.12,300.0
-51.99999999999964,0.0,0.13,300.0
-27.59999999999959,0.01,0.13,300.0
-3.399999999999924,0.02,0.13,300.0
4.600000000000091,0.03,0.13,300.0
28.39999999999973,0.04,0.13,300.0
13.999999999999734,0.05,0.13,300.0
44.39999999999969,0.06,0.13,300.0
65.5999999999989,0.07,0.13,300.0
45.59999999999908,0.08,0.13,300.0
26.400000000000343,0.09,0.13,300.0
35.99999999999991,0.1,0.13,300.0
52.3999999999993,0.11,0.13,300.0
18.600000000000293,0.12,0.13,300.0
-0.4000000000000199,0.13,0.13,300.0
-6.600000000000223,0.14,0.13,300.0
-41.99999999999921,0.15,0.13,300.0
-70.59999999999947,0.16,0.13,300.0
-98.3999999999975,0.17,0.13,300.0
-150.4000000000035,0.18,0.13,300.0
-173.600000000001,0.19,0.13,300.0
-55.999999999999034,0.0,0.14,300.0
-30.600000000000595,0.01,0.14,300.0
-8.40000000000018,0.02,0.14,300.0
14.600000000000193,0.03,0.14,300.0
26.399999999999487,0.04,0.14,300.0
40.00000000000032,0.05,0.14,300.0
43.39999999999986,0.06,0.14,300.0
56.60000000000043,0.07,0.14,300.0
49.59999999999971,0.08,0.14,300.0
34.39999999999933,0.09,0.14,300.0
35.99999999999946,0.1,0.14,300.0
27.39999999999973,0.11,0.14,300.0
31.59999999999972,0.12,0.14,300.0
2.600000000000182,0.13,0.14,300.0
-17.59999999999917,0.14,0.14,300.0
-49.999999999998956,0.15,0.14,300.0
-88.59999999999934,0.16,0.14,300.0
-94.39999999999976,0.17,0.14,300.0
-133.39999999999807,0.18,0.14,300.0
-195.60000000000113,0.19,0.14,300.0
-60.00000000000076,0.0,0.15,300.0
-40.59999999999927,0.01,0.15,300.0
-11.399999999999807,0.02,0.15,300.0
-0.3999999999998873,0.03,0.15,300.0
20.40000000000024,0.04,0.15,300.0
29.999999999999496,0.05,0.15,300.0
38.39999999999979,0.06,0.15,300.0
50.600000000000655,0.07,0.15,300.0
47.60000000000036,0.08,0.15,300.0
46.40000000000061,0.09,0.15,300.0
27.000000000000178,0.1,0.15,300.0
9.399999999999986,0.11,0.15,300.0
-0.3999999999999915,0.12,0.15,300.0
1.599999999999973,0.13,0.15,300.0
-24.599999999999845,0.14,0.15,300.0
-42.00000000000134,0.15,0.15,300.0
-65.59999999999981,0.16,0.15,300.0
-108.40000000000182,0.17,0.15,300.0
-135.40000000000052,0.18,0.15,300.0
-184.59999999999903,0.19,0.15,300.0
-64.00000000000004,0.0,0.16,300.0
-37.600000000000406,0.01,0.16,300.0
-14.399999999999693,0.02,0.16,300.0
8.599999999999993,0.03,0.16,300.0
14.399999999999544,0.04,0.16,300.0
45.00000000000063,0.05,0.16,300.0
43.39999999999943,0.06,0.16,300.0
48.59999999999994,0.07,0.16,300.0
36.59999999999991,0.08,0.16,300.0
43.399999999999494,0.09,0.16,300.0
41.00000000000025,0.1,0.16,300.0
21.399999999999952,0.11,0.16,300.0
10.600000000000238,0.12,0.16,300.0
-3.400000000000316,0.13,0.16,300.0
-39.60000000000056,0.14,0.16,300.0
-49.99999999999952,0.15,0.16,300.0
-78.59999999999994,0.16,0.16,300.0
-127.3999999999984,0.17,0.16,300.0
-151.40000000000427,0.18,0.16,300.0
-198.60000000000218,0.19,0.16,300.0
-67.99999999999912,0.0,0.17,300.0
-49.60000000000071,0.01,0.17,300.0
-21.400000000000414,0.02,0.17,300.0
3.600000000000037,0.03,0.17,300.0
10.399999999999784,0.04,0.17,300.0
18.999999999999698,0.05,0.17,300.0
43.40000000000078,0.06,0.17,300.0
15.60000000000009,0.07,0.17,300.0
44.59999999999939,0.08,0.17,300.0
29.399999999999665,0.09,0.17,300.0
18.99999999999998,0.1,0.17,300.0
-3.599999999999682,0.11,0.17,300.0
13.59999999999975,0.12,0.17,300.0
-14.400000000000034,0.13,0.17,300.0
-59.59999999999933,0.14,0.17,300.0
-46.99999999999864,0.15,0.17,300.0
-73.59999999999938,0.16,0.17,300.0
-108.40000000000019,0.17,0.17,300.0
-159.39999999999816,0.18,0.17,300.0
-184.6000000000016,0.19,0.17,300.0
-72.00000000000125,0.0,0.18,300.0
-48.599999999999476,0.01,0.18,300.0
-19.399999999999938,0.02,0.18,300.0
-9.399999999999968,0.03,0.18,300.0
17.400000000000066,0.04,0.18,300.0
22.000000000000256,0.05,0.18,300.0
16.400000000000063,0.06,0.18,300.0
31.599999999999454,0.07,0.18,300.0
38.6000000000006,0.08,0.18,300.0
44.40000000000058,0.09,0.18,300.0
27.000000000000206,0.1,0.18,300.0
11.400000000000338,0.11,0.18,300.0
-0.40000000000004876,0.12,0.18,300.0
-6.3999999999996895,0.13,0.18,300.0
-46.59999999999882,0.14,0.18,300.0
-42.99999999999994,0.15,0.18,300.0
-117.60000000000024,0.16,0.18,300.0
-116.4000000000023,0.17,0.18,300.0
-171.39999999999839,0.18,0.18,300.0
-192.59999999999943,0.19,0.18,300.0
-75.99999999999932,0.0,0.19,300.0
-56.59999999999879,0.01,0.19,300.0
-31.39999999999982,0.02,0.19,300.0
-2.399999999999947,0.03,0.19,300.0
1.3999999999999995,0.04,0.19,300.0
11.000000000000213,0.05,0.19,300.0
22.3999999999996,0.06,0.19,300.0
13.599999999999564,0.07,0.19,300.0
27.600000000000076,0.08,0.19,300.0
18.39999999999971,0.09,0.19,300.0
12.99999999999982,0.1,0.19,300.0
16.399999999999704,0.11,0.19,300.0
17.599999999999994,0.12,0.19,300.0
-12.399999999999945,0.13,0.19,300.0
-13.599999999999943,0.14,0.19,300.0
-54.99999999999994,0.15,0.19,300.0
-94.60000000000134,0.16,0.19,300.0
-141.39999999999793,0.17,0.19,300.0
-163.39999999999867,0.18,0.19,300.0
-238.60000000000414,0.19,0.19,300.0
