energy,speed,acuity,Rate
-88.4000000000016,0.12,0.12,100.0
-109.39999999999786,0.13,0.12,100.0
-159.59999999999994,0.14,0.12,100.0
-169.9999999999969,0.15,0.12,100.0
-216.60000000000477,0.16,0.12,100.0
-252.400000000003,0.17,0.12,100.0
-299.39999999999355,0.18,0.12,100.0
-335.60000000000264,0.19,0.12,100.0
-51.99999999999964,0.0,0.13,100.0
-36.599999999999966,0.01,0.13,100.0
-26.39999999999982,0.02,0.13,100.0
-22.400000000000034,0.03,0.13,100.0
-23.60000000000028,0.04,0.13,100.0
3.999999999999963,0.05,0.13,100.0
-36.60000000000024,0.06,0.13,100.0
-16.399999999999917,0.07,0.13,100.0
-26.399999999999885,0.08,0.13,100.0
-37.60000000000016,0.09,0.13,100.0
-43.00000000000086,0.1,0.13,100.0
-86.5999999999998,0.11,0.13,100.0
-116.39999999999796,0.12,0.13,100.0
-121.40000000000157,0.13,0.13,100.0
-147.60000000000053,0.14,0.13,100.0
-185.00000000000398,0.15,0.13,100.0
-225.60000000000272,0.16,0.13,100.0
-256.3999999999963,0.17,0.13,100.0
-288.4000000000051,0.18,0.13,100.0
-333.5999999999981,0.19,0.13,100.0
-55.999999999999034,0.0,0.14,100.0
-48.60000000000061,0.01,0.14,100.0
-34.399999999999956,0.02,0.14,100.0
-20.399999999999725,0.03,0.14,100.0
-19.600000000000392,0.04,0.14,100.0
-14.000000000000083,0.05,0.14,100.0
-6.599999999999929,0.06,0.14,100.0
-19.399999999999537,0.07,0.14,100.0
-32.40000000000026,0.08,0.14,100.0
-33.600000000000705,0.09,0.14,100.0
-55.00000000000078,0.1,0.14,100.0
-74.60000000000075,0.11,0.14,100.0
-113.4000000000004,0.12,0.14,100.0
-123.400000000003,0.13,0.14,100.0
-133.60000000000204,0.14,0.14,100.0
-185.99999999999747,0.15,0.14,100.0
-203.59999999999673,0.16,0.14,100.0
-250.4000000000069,0.17,0.14,100.0
-293.4000000000013,0.18,0.14,100.0
-329.60000000000116,0.19,0.14,100.0
-60.00000000000076,0.0,0.15,100.0
-47.59999999999909,0.01,0.15,100.0
-36.400000000000766,0.02,0.15,100.0
-25.400000000000496,0.03,0.15,100.0
-23.5999999999996,0.04,0.15,100.0
-24.00000000000052,0.05,0.15,100.0
-22.599999999999667,0.06,0.15,100.0
-32.40000000000047,0.07,0.15,100.0
-29.400000000000706,0.08,0.15,100.0
-43.599999999999106,0.09,0.15,100.0
-55.99999999999915,0.1,0.15,100.0
-57.59999999999901,0.11,0.15,100.0
-103.4000000000013,0.12,0.15,100.0
-116.39999999999813,0.13,0.15,100.0
-137.5999999999995,0.14,0.15,100.0
-173.99999999999787,0.15,0.15,100.0
-207.6000000000054,0.16,0.15,100.0
-251.4000000000032,0.17,0.15,100.0
-301.399999999994,0.18,0.15,100.0
-327.60000000000315,0.19,0.15,100.0
-64.00000000000004,0.0,0.16,100.0
-52.60000000000133,0.01,0.16,100.0
-33.399999999999565,0.02,0.16,100.0
-26.399999999999498,0.03,0.16,100.0
-27.600000000000573,0.04,0.16,100.0
-27.999999999999563,0.05,0.16,100.0
-31.600000000000627,0.06,0.16,100.0
-26.399999999999853,0.07,0.16,100.0
-43.40000000000064,0.08,0.16,100.0
-38.600000000000804,0.09,0.16,100.0
-54.99999999999904,0.1,0.16,100.0
-76.59999999999782,0.11,0.16,100.0
-90.39999999999931,0.12,0.16,100.0
-130.4000000000013,0.13,0.16,100.0
-142.60000000000088,0.14,0.16,100.0
-193.00000000000435,0.15,0.16,100.0
-220.60000000000295,0.16,0.16,100.0
-266.3999999999979,0.17,0.16,100.0
-322.40000000000566,0.18,0.16,100.0
-339.599999999999,0.19,0.16,100.0
-67.99999999999912,0.0,0.17,100.0
-52.6000000000008,0.01,0.17,100.0
-44.39999999999946,0.02,0.17,100.0
-34.399999999999814,0.03,0.17,100.0
-19.59999999999986,0.04,0.17,100.0
-25.000000000000345,0.05,0.17,100.0
-22.599999999999692,0.06,0.17,100.0
-31.399999999999878,0.07,0.17,100.0
-43.40000000000067,0.08,0.17,100.0
-55.60000000000089,0.09,0.17,100.0
-64.00000000000084,0.1,0.17,100.0
-88.60000000000106,0.11,0.17,100.0
-118.40000000000083,0.12,0.17,100.0
-128.40000000000344,0.13,0.17,100.0
-153.60000000000065,0.14,0.17,100.0
-184.9999999999978,0.15,0.17,100.0
-217.59999999999707,0.16,0.17,100.0
-249.39999999999299,0.17,0.17,100.0
-308.40000000000236,0.18,0.17,100.0
-342.6000000000016,0.19,0.17,100.0
-72.00000000000125,0.0,0.18,100.0
-59.599999999999355,0.01,0.18,100.0
-49.400000000000254,0.02,0.18,100.0
-41.39999999999976,0.03,0.18,100.0
-30.599999999999913,0.04,0.18,100.0
-31.999999999999037,0.05,0.18,100.0
-27.59999999999994,0.06,0.18,100.0
-38.40000000000023,0.07,0.18,100.0
-47.39999999999907,0.08,0.18,100.0
-66.59999999999923,0.09,0.18,100.0
-74.99999999999937,0.1,0.18,100.0
-95.60000000000144,0.11,0.18,100.0
-105.40000000000187,0.12,0.18,100.0
-139.39999999999844,0.13,0.18,100.0
-155.59999999999968,0.14,0.18,100.0
-188.99999999999727,0.15,0.18,100.0
-221.5999999999945,0.16,0.18,100.0
-260.4000000000037,0.17,0.18,100.0
-302.39999999999395,0.18,0.18,100.0
-347.6000000000038,0.19,0.18,100.0
-75.99999999999932,0.0,0.19,100.0
-66.59999999999872,0.01,0.19,100.0
-54.399999999999814,0.02,0.19,100.0
-38.40000000000004,0.03,0.19,100.0
-37.60000000000008,0.04,0.19,100.0
-33.99999999999977,0.05,0.19,100.0
-31.600000000000364,0.06,0.19,100.0
-34.39999999999978,0.07,0.19,100.0
-41.4000000000008,0.08,0.19,100.0
-69.59999999999904,0.09,0.19,100.0
-84.99999999999957,0.1,0.19,100.0
-81.59999999999813,0.11,0.19,100.0
-105.39999999999749,0.12,0.19,100.0
-134.40000000000134,0.13,0.19,100.0
-160.60000000000133,0.14,0.19,100.0
-191.00000000000477,0.15,0.19,100.0
-223.60000000000366,0.16,0.19,100.0
-260.39999999999776,0.17,0.19,100.0
-314.40000000000305,0.18,0.19,100.0
-369.59999999999746,0.19,0.19,100.0
0.0,0.0,0.0,200.0
-1.6000000000000294,0.01,0.0,200.0
-6.400000000000118,0.02,0.0,200.0
-14.40000000000016,0.03,0.0,200.0
-25.60000000000047,0.04,0.0,200.0
-39.999999999999325,0.05,0.0,200.0
-57.60000000000064,0.06,0.0,200.0
-78.40000000000093,0.07,0.0,200.0
-102.40000000000188,0.08,0.0,200.0
-129.5999999999992,0.09,0.0,200.0
-159.9999999999973,0.1,0.0,200.0
-193.60000000000295,0.11,0.0,200.0
-230.40000000000256,0.12,0.0,200.0
-270.39999999999645,0.13,0.0,200.0
-313.6000000000037,0.14,0.0,200.0
-360.0000000000086,0.15,0.0,200.0
-409.6000000000075,0.16,0.0,200.0
-462.40000000000214,0.17,0.0,200.0
-518.3999999999968,0.18,0.0,200.0
-577.6000000000016,0.19,0.0,200.0
-4.000000000000003,0.0,0.01,200.0
0.39999999999997427,0.01,0.01,200.0
1.600000000000002,0.02,0.01,200.0
-4.399999999999919,0.03,0.01,200.0
-18.600000000000005,0.04,0.01,200.0
-29.000000000000252,0.05,0.01,200.0
-39.59999999999917,0.06,0.01,200.0
-60.399999999999814,0.07,0.01,200.0
-70.40000000000002,0.08,0.01,200.0
-91.60000000000102,0.09,0.01,200.0
-134.0000000000006,0.1,0.01,200.0
-150.59999999999718,0.11,0.01,200.0
-188.39999999999623,0.12,0.01,200.0
-217.40000000000603,0.13,0.01,200.0
-273.60000000000053,0.14,0.01,200.0
-299.9999999999989,0.15,0.01,200.0
-363.5999999999934,0.16,0.01,200.0
-405.4000000000045,0.17,0.01,200.0
-461.4000000000039,0.18,0.01,200.0
-512.5999999999921,0.19,0.01,200.0
-8.000000000000005,0.0,0.02,200.0
-5.599999999999892,0.01,0.02,200.0
-5.400000000000056,0.02,0.02,200.0
7.600000000000126,0.03,0.02,200.0
-7.599999999999884,0.04,0.02,200.0
-7.000000000000039,0.05,0.02,200.0
-15.599999999999902,0.06,0.02,200.0
-35.39999999999999,0.07,0.02,200.0
-51.39999999999914,0.08,0.02,200.0
-69.60000000000007,0.09,0.02,200.0
-83.00000000000071,0.1,0.02,200.0
-122.59999999999917,0.11,0.02,200.0
-149.40000000000097,0.12,0.02,200.0
-172.4000000000031,0.13,0.02,200.0
-213.59999999999755,0.14,0.02,200.0
-246.99999999999633,0.15,0.02,200.0
-302.5999999999947,0.16,0.02,200.0
-331.4,0.17,0.02,200.0
-405.40000000000725,0.18,0.02,200.0
-465.5999999999995,0.19,0.02,200.0
-12.00000000000001,0.0,0.03,200.0
-1.5999999999999561,0.01,0.03,200.0
1.6000000000000123,0.02,0.03,200.0
15.599999999999927,0.03,0.03,200.0
7.400000000000008,0.04,0.03,200.0
13.000000000000345,0.05,0.03,200.0
-6.600000000000053,0.06,0.03,200.0
6.600000000000088,0.07,0.03,200.0
-24.399999999999867,0.08,0.03,200.0
-51.59999999999909,0.09,0.03,200.0
-61.99999999999895,0.1,0.03,200.0
-102.60000000000082,0.11,0.03,200.0
-122.40000000000258,0.12,0.03,200.0
-165.3999999999977,0.13,0.03,200.0
-188.60000000000085,0.14,0.03,200.0
-225.00000000000554,0.15,0.03,200.0
-243.6000000000055,0.16,0.03,200.0
-302.4000000000024,0.17,0.03,200.0
-354.399999999991,0.18,0.03,200.0
-356.6000000000023,0.19,0.03,200.0
-16.00000000000001,0.0,0.04,200.0
-2.5999999999999255,0.01,0.04,200.0
7.59999999999992,0.02,0.04,200.0
16.599999999999834,0.03,0.04,200.0
22.399999999999707,0.04,0.04,200.0
8.000000000000345,0.05,0.04,200.0
10.399999999999533,0.06,0.04,200.0
12.59999999999992,0.07,0.04,200.0
-19.399999999999764,0.08,0.04,200.0
-37.600000000000634,0.09,0.04,200.0
-34.999999999999346,0.1,0.04,200.0
-44.60000000000134,0.11,0.04,200.0
-101.39999999999888,0.12,0.04,200.0
-114.40000000000038,0.13,0.04,200.0
-144.5999999999993,0.14,0.04,200.0
-164.00000000000207,0.15,0.04,200.0
-196.6000000000022,0.16,0.04,200.0
-224.39999999999557,0.17,0.04,200.0
-280.4000000000038,0.18,0.04,200.0
-338.5999999999974,0.19,0.04,200.0
-19.999999999999662,0.0,0.05,200.0
-2.5999999999999446,0.01,0.05,200.0
8.599999999999946,0.02,0.05,200.0
12.600000000000035,0.03,0.05,200.0
29.399999999999757,0.04,0.05,200.0
4.000000000000146,0.05,0.05,200.0
22.399999999999704,0.06,0.05,200.0
24.599999999999774,0.07,0.05,200.0
8.60000000000004,0.08,0.05,200.0
5.400000000000071,0.09,0.05,200.0
-17.999999999999773,0.1,0.05,200.0
-27.599999999999604,0.11,0.05,200.0
-46.39999999999956,0.12,0.05,200.0
-61.40000000000014,0.13,0.05,200.0
-114.60000000000107,0.14,0.05,200.0
-166.99999999999739,0.15,0.05,200.0
-169.59999999999567,0.16,0.05,200.0
-223.40000000000452,0.17,0.05,200.0
-287.39999999999895,0.18,0.05,200.0
-337.59999999999997,0.19,0.05,200.0
-24.00000000000002,0.0,0.06,200.0
-6.599999999999925,0.01,0.06,200.0
7.599999999999898,0.02,0.06,200.0
24.600000000000477,0.03,0.06,200.0
18.3999999999991,0.04,0.06,200.0
8.999999999999943,0.05,0.06,200.0
41.39999999999929,0.06,0.06,200.0
11.600000000000374,0.07,0.06,200.0
20.59999999999979,0.08,0.06,200.0
27.39999999999957,0.09,0.06,200.0
-2.9999999999998685,0.1,0.06,200.0
-45.599999999998715,0.11,0.06,200.0
-22.4000000000003,0.12,0.06,200.0
-82.39999999999988,0.13,0.06,200.0
-85.59999999999862,0.14,0.06,200.0
-106.00000000000031,0.15,0.06,200.0
-178.60000000000264,0.16,0.06,200.0
-170.40000000000265,0.17,0.06,200.0
-205.3999999999946,0.18,0.06,200.0
-270.59999999999803,0.19,0.06,200.0
-27.999999999999517,0.0,0.07,200.0
-13.60000000000017,0.01,0.07,200.0
9.600000000000106,0.02,0.07,200.0
15.599999999999508,0.03,0.07,200.0
17.400000000000336,0.04,0.07,200.0
28.999999999999684,0.05,0.07,200.0
23.400000000000375,0.06,0.07,200.0
37.5999999999997,0.07,0.07,200.0
27.599999999999124,0.08,0.07,200.0
5.399999999999711,0.09,0.07,200.0
-6.999999999999974,0.1,0.07,200.0
-7.600000000000241,0.11,0.07,200.0
-10.399999999999963,0.12,0.07,200.0
-70.40000000000077,0.13,0.07,200.0
-50.5999999999997,0.14,0.07,200.0
-109.00000000000149,0.15,0.07,200.0
-161.6000000000027,0.16,0.07,200.0
-183.3999999999966,0.17,0.07,200.0
-194.4000000000034,0.18,0.07,200.0
-248.60000000000346,0.19,0.07,200.0
-32.00000000000002,0.0,0.08,200.0
-10.599999999999893,0.01,0.08,200.0
4.599999999999924,0.02,0.08,200.0
15.599999999999836,0.03,0.08,200.0
25.399999999999498,0.04,0.08,200.0
25.0000000000003,0.05,0.08,200.0
39.39999999999999,0.06,0.08,200.0
43.600000000001046,0.07,0.08,200.0
28.600000000000357,0.08,0.08,200.0
28.400000000000034,0.09,0.08,200.0
7.999999999999867,0.1,0.08,200.0
8.39999999999998,0.11,0.08,200.0
-48.39999999999955,0.12,0.08,200.0
-62.39999999999917,0.13,0.08,200.0
-73.59999999999977,0.14,0.08,200.0
-92.99999999999906,0.15,0.08,200.0
-132.59999999999715,0.16,0.08,200.0
-181.40000000000504,0.17,0.08,200.0
-215.39999999999773,0.18,0.08,200.0
-246.60000000000034,0.19,0.08,200.0
-36.000000000000625,0.0,0.09,200.0
-16.599999999999895,0.01,0.09,200.0
-1.3999999999999786,0.02,0.09,200.0
6.600000000000186,0.03,0.09,200.0
33.40000000000055,0.04,0.09,200.0
24.99999999999962,0.05,0.09,200.0
38.40000000000005,0.06,0.09,200.0
26.600000000000154,0.07,0.09,200.0
33.59999999999958,0.08,0.09,200.0
21.39999999999948,0.09,0.09,200.0
-8.999999999999913,0.1,0.09,200.0
0.40000000000016744,0.11,0.09,200.0
-25.40000000000044,0.12,0.09,200.0
-42.39999999999914,0.13,0.09,200.0
-59.60000000000057,0.14,0.09,200.0
-79.00000000000072,0.15,0.09,200.0
-134.59999999999994,0.16,0.09,200.0
-154.40000000000188,0.17,0.09,200.0
-204.39999999999614,0.18,0.09,200.0
-247.59999999999712,0.19,0.09,200.0
-39.999999999999325,0.0,0.1,200.0
-19.599999999999884,0.01,0.1,200.0
-4.400000000000079,0.02,0.1,200.0
4.5999999999999295,0.03,0.1,200.0
6.400000000000049,0.04,0.1,200.0
27.00000000000059,0.05,0.1,200.0
33.400000000000084,0.06,0.1,200.0
23.599999999999802,0.07,0.1,200.0
25.600000000000236,0.08,0.1,200.0
13.400000000000276,0.09,0.1,200.0
25.000000000000398,0.1,0.1,200.0
15.40000000000019,0.11,0.1,200.0
-15.399999999999533,0.12,0.1,200.0
-32.400000000000865,0.13,0.1,200.0
-56.60000000000013,0.14,0.1,200.0
-94.00000000000081,0.15,0.1,200.0
-107.60000000000008,0.16,0.1,200.0
-150.39999999999682,0.17,0.1,200.0
-186.40000000000413,0.18,0.1,200.0
-232.60000000000352,0.19,0.1,200.0
-43.99999999999939,0.0,0.11,200.0
-23.60000000000025,0.01,0.11,200.0
-11.399999999999812,0.02,0.11,200.0
13.60000000000002,0.03,0.11,200.0
15.400000000000075,0.04,0.11,200.0
22.000000000000306,0.05,0.11,200.0
29.399999999999764,0.06,0.11,200.0
13.599999999999504,0.07,0.11,200.0
27.6000000000001,0.08,0.11,200.0
31.399999999999707,0.09,0.11,200.0
-8.000000000000213,0.1,0.11,200.0
-5.599999999999788,0.11,0.11,200.0
-44.39999999999998,0.12,0.11,200.0
-33.39999999999926,0.13,0.11,200.0
-60.59999999999942,0.14,0.11,200.0
-73.0000000000013,0.15,0.11,200.0
-115.59999999999785,0.16,0.11,200.0
-170.40000000000367,0.17,0.11,200.0
-210.3999999999972,0.18,0.11,200.0
-245.6000000000008,0.19,0.11,200.0
-48.00000000000004,0.0,0.12,200.0
-29.600000000000584,0.01,0.12,200.0
-12.39999999999987,0.02,0.12,200.0
-3.4000000000000217,0.03,0.12,200.0
5.400000000000068,0.04,0.12,200.0
20.00000000000008,0.05,0.12,200.0
29.400000000000265,0.06,0.12,200.0
34.600000000000264,0.07,0.12,200.0
27.59999999999997,0.08,0.12,200.0
16.40000000000002,0.09,0.12,200.0
19.000000000000004,0.1,0.12,200.0
-2.6000000000000325,0.11,0.12,200.0
-24.400000000000535,0.12,0.12,200.0
-49.39999999999909,0.13,0.12,200.0
-42.599999999999845,0.14,0.12,200.0
-84.00000000000104,0.15,0.12,200.0
-136.60000000000113,0.16,0.12,200.0
-159.4000000000022,0.17,0.12,200.0
-188.39999999999654,0.18,0.12,200.0
-247.59999999999746,0.19,0.12,200.0
-51.99999999999964,0.0,0.13,200.0
-32.59999999999964,0.01,0.13,200.0
-12.400000000000228,0.02,0.13,200.0
-1.3999999999999941,0.03,0.13,200.0
12.399999999999851,0.04,0.13,200.0
20.000000000000014,0.05,0.13,200.0
32.39999999999971,0.06,0.13,200.0
35.599999999999234,0.07,0.13,200.0
